"";"ID";"spec";"col";"tank";"tp";"treat";"conc";"necro_occured";"treatment";"necro_per"
"702";"Spi_F_5";"Spi";"F";"5";1;"100";100;"no";"D";0
"703";"Spi_F_5";"Spi";"F";"5";2;"100";100;"no";"D";0
"704";"Spi_F_5";"Spi";"F";"5";3;"100";100;"no";"D";0
"705";"Spi_F_6";"Spi";"F";"6";0;"control";0;"no";"control";0
"706";"Spi_F_6";"Spi";"F";"6";1;"control";0;"no";"control";0
"707";"Spi_F_6";"Spi";"F";"6";2;"control";0;"no";"control";0
"708";"Spi_F_6";"Spi";"F";"6";3;"control";0;"no";"control";0
"709";"Spi_F_7";"Spi";"F";"7";0;"0.1";0,1;"no";"A";0
"710";"Spi_F_7";"Spi";"F";"7";1;"0.1";0,1;"no";"A";0
"711";"Spi_F_7";"Spi";"F";"7";2;"0.1";0,1;"no";"A";0
"712";"Spi_F_7";"Spi";"F";"7";3;"0.1";0,1;"no";"A";0
"713";"Spi_F_8";"Spi";"F";"8";0;"1";1;"no";"B";0
"714";"Spi_F_8";"Spi";"F";"8";1;"1";1;"no";"B";0
"715";"Spi_F_8";"Spi";"F";"8";2;"1";1;"no";"B";0
"716";"Spi_F_8";"Spi";"F";"8";3;"1";1;"no";"B";0
"717";"Spi_F_9";"Spi";"F";"9";0;"10";10;"no";"C";0
"718";"Spi_F_9";"Spi";"F";"9";1;"10";10;"no";"C";0
"719";"Spi_F_9";"Spi";"F";"9";2;"10";10;"no";"C";0
"720";"Spi_F_9";"Spi";"F";"9";3;"10";10;"no";"C";0
